name,type1,type2,abilities,attack,defense,hp,sp_attack,sp_defense,speed,generation,pokedex_number,2016-11,2016-12,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06
Cyndaquil,fire,,"['Blaze', 'Flash Fire']",52,43,39,60,50,65,2,155,0.00222,0.00173,0.00431,0.00377,0.00413,0.00486,0.00406,0.00496,0.00332,0.0059,0.00579,0.00321,0.00276,0.00367,0.00509,0.00474,0.00277,0.00202,0.00599,0.00321,0.00262,0.00218,0.00247,0.00315,0.00282,0.00367,0.00201,0.00205,0.0025,0.00285,0.00302,0.00211,0.00308,0.00316,0.00287,0.00395,0.00353,0.01022,0.00866,0.00478,0.00212,0.003,0.00562,0.00233,0.00575,0.00602,0.00346,0.00531,0.00918,0.00711,0.00434,0.00463,0.00323,0.00474,0.00313,0.00521,0.00266,0.00897,0.00463,0.01477,0.00418,0.00253,0.00451,0.00209,0.00298,0.00369,0.00293,0.00141,0.00168,0.00057,0.00566,0.03719,0.04092,0.02815,0.00566,0.01357,0.01707,0.00848,0.01019
Quilava,fire,,"['Blaze', 'Flash Fire']",64,58,58,80,65,80,2,156,0.00501,0.00351,0.01379,0.01767,0.01054,0.00808,0.00822,0.01424,0.00925,0.01397,0.01361,0.005,0.0041,0.00771,0.00834,0.00951,0.00479,0.00678,0.00645,0.00957,0.00593,0.00443,0.00483,0.00648,0.00733,0.00759,0.00548,0.00729,0.0046,0.00637,0.0051,0.006,0.00626,0.00582,0.00726,0.00896,0.0109,0.01177,0.02644,0.02909,0.02548,0.00956,0.01124,0.01599,0.01521,0.02064,0.00744,0.01209,0.01983,0.01409,0.01185,0.00938,0.01821,0.0159,0.02054,0.01758,0.00665,0.0181,0.0212,0.01379,0.00376,0.00716,0.0073,0.02303,0.01551,0.01283,0.00821,0.00794,0.02072,0.01338,0.01207,0.00525,0.0094,0.00509,0.00733,0.01717,0.00446,0.00465,0.00432
Typhlosion,fire,,"['Blaze', 'Flash Fire']",84,78,78,109,85,100,2,157,0.44298,0.65381,0.53412,0.53512,0.56531,0.57092,0.57077,0.50072,0.51481,0.55879,0.53816,0.47343,0.45782,0.47977,0.5358,0.56504,0.59204,0.46736,0.50348,0.46265,0.48696,0.46692,0.53876,0.64302,0.5368,0.43852,0.49596,0.46902,0.54378,0.53769,0.45955,0.48084,0.42028,0.47269,0.50269,0.57293,0.74428,0.74694,0.72948,0.81091,0.71326,0.55614,0.75188,0.60169,0.64681,0.76434,0.67884,0.66422,0.8161,0.745,0.55738,0.66233,0.82091,0.84796,0.69499,0.77391,0.7108,0.67688,0.7534,0.63415,0.62609,0.67178,0.75323,0.5937,0.61206,0.52133,0.56075,0.63931,0.55938,0.63833,0.68186,0.61035,0.62494,0.46254,0.7956,0.71141,0.56861,0.51904,0.4305
Totodile,water,,"['Torrent', 'Sheer Force']",65,64,50,44,48,43,2,158,0.00114,0.00121,0.00746,0.00953,0.00673,0.00468,0.0061,0.00708,0.00786,0.01269,0.01155,0.00878,0.00502,0.00627,0.00784,0.00687,0.00609,0.00532,0.00483,0.00427,0.00418,0.00526,0.00478,0.00774,0.00481,0.00452,0.00703,0.00335,0.00317,0.00359,0.00489,0.00459,0.0033,0.00595,0.00544,0.00885,0.00644,0.01288,0.01238,0.00981,0.01707,0.00972,0.00656,0.00755,0.01262,0.00786,0.00834,0.01002,0.01702,0.01724,0.01359,0.02005,0.01689,0.01391,0.01375,0.01188,0.00887,0.0181,0.04169,0.02098,0.01149,0.00695,0.00258,0.00876,0.00517,0.00389,0.01799,0.00564,0.00522,0.00593,0.00547,0.0105,0.00432,0.00751,0.00699,0.01052,0.00657,0.00766,0.00278
Croconaw,water,,"['Torrent', 'Sheer Force']",80,80,65,59,63,58,2,159,0.00028,0.00052,0.00366,0.00412,0.00377,0.00614,0.00328,0.003,0.00357,0.00529,0.00457,0.00312,0.00278,0.00404,0.00448,0.0029,0.00216,0.00316,0.00388,0.00444,0.00394,0.00477,0.00344,0.00302,0.0028,0.00539,0.00406,0.0032,0.00353,0.00396,0.00383,0.00367,0.00422,0.00401,0.00324,0.00266,0.00789,0.00589,0.00828,0.00553,0.00306,0.00802,0.00343,0.00922,0.00349,0.00455,0.00128,0.01518,0.00429,0.00438,0.00477,0.00283,0.00617,0.0055,0.0007,0.00521,0.00177,0.00565,0.01639,0.01399,0.00689,0.00253,0.00043,0.0019,0.00139,,0.01056,0.00353,0.00084,0.00229,0.02847,0.01597,0.00356,0.00402,0.00666,0.00166,0.00788,0.00191,0.00031
Feraligatr,water,,"['Torrent', 'Sheer Force']",105,100,85,79,83,78,2,160,0.62022,0.61822,0.66903,0.69424,0.72214,0.70348,0.72373,0.59291,0.68957,0.73767,0.76068,0.61577,0.65289,0.73042,0.74883,0.78168,0.73862,0.68656,0.69997,0.65534,0.69049,0.68232,0.6594,0.66223,0.60379,0.55092,0.57825,0.58861,0.55687,0.53475,0.53193,0.66083,0.6996,0.70002,0.73819,0.77541,0.99922,1.20199,0.9983,1.10446,0.94677,0.96796,0.91102,0.95779,0.84973,0.90586,0.85227,1.04041,1.1358,0.98499,1.04898,1.05916,1.31317,1.29182,1.16244,1.01191,0.92567,1.01316,0.89877,0.97415,1.01703,0.95133,0.95243,1.12268,0.95111,0.8024,0.96351,0.77035,0.97121,0.87922,0.82574,0.98685,0.87654,1.21278,1.04504,0.80694,1.14248,1.02085,1.23591
Sentret,normal,,"['Run Away', 'Keen Eye', 'Frisk']",46,34,35,35,45,20,2,161,,,0.00103,0.00199,0.00143,0.00132,0.00094,0.00083,0.0004,0.00317,0.00175,0.00198,0.00073,0.00127,0.00072,0.00124,0.00042,0.00064,0.00105,0.00112,0.00163,0.00119,0.00105,0.00152,0.00092,0.00109,0.0017,0.00122,0.00038,0.00042,0.00135,0.00083,0.00062,0.00184,0.00077,0.00061,0.00156,0.00289,0.00195,0.00092,0.00229,0.00381,0.00416,0.00133,0.00124,0.00037,0.00103,0.00531,0.00296,0.00096,0.00173,0.00077,0.00661,,0.00087,0.00033,0.00207,0.00266,0.00036,0.00058,,0.00021,0.00021,0.00057,0.00199,,0.0002,0.00106,0.00101,,0.00019,0.00109,0.00051,0.00161,,,0.00158,0.00383,0.00401
Furret,normal,,"['Run Away', 'Keen Eye', 'Frisk']",76,64,85,45,55,90,2,162,0.00085,,0.04605,0.07155,0.03806,0.04425,0.05377,0.04137,0.04168,0.04825,0.03821,0.03327,0.03513,0.03313,0.03274,0.03428,0.03466,0.03192,0.03677,0.0286,0.02766,0.02973,0.03963,0.03287,0.02997,0.03477,0.04077,0.04282,0.0425,0.0542,0.04482,0.05531,0.05865,0.06295,0.0507,0.04876,0.07692,0.0692,0.10555,0.09648,0.06541,0.05681,0.05548,0.05631,0.05453,0.06756,0.06888,0.06486,0.06394,0.05418,0.08976,0.04472,0.06036,0.06116,0.08983,0.05942,0.0464,0.08768,0.03652,0.04255,0.03049,0.05667,0.03649,0.04721,0.04017,0.03091,0.05631,0.04303,0.03824,0.06443,0.02847,0.06191,0.02745,0.02815,0.04895,0.02852,0.04255,0.04977,0.03397
Hoothoot,normal,flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",30,30,60,36,56,50,2,163,,,0.00108,0.00115,0.00176,0.00075,0.00133,0.00079,0.00072,0.00072,0.00033,0.00074,0.00101,0.00061,0.00131,0.00161,0.00108,0.0009,0.00264,0.00136,0.00113,0.00034,0.00131,0.00136,0.00028,0.00041,0.00115,0.001,0.00079,0.00038,0.00035,0.00123,0.00079,0.00065,0.00055,0.00144,0.00104,0.00044,0.00112,0.00151,0.00085,0.00146,0.00031,0.00033,0.00068,0.00061,0.00013,0.00162,0.00059,0.00014,0.00072,0.00051,0.00162,0.00719,0.00366,0.00016,0.00133,0.00017,0.00036,0.00214,,,0.00021,0.00343,,0.00097,0.00039,0.00212,0.00084,,,0.00022,0.00025,,,,,0.00055,
Noctowl,normal,flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",50,50,100,86,96,70,2,164,0.00427,,0.04638,0.05986,0.06773,0.0661,0.07189,0.06534,0.06997,0.06946,0.05847,0.0555,0.05761,0.05573,0.0726,0.08568,0.08382,0.09325,0.08211,0.06167,0.06449,0.06465,0.06406,0.06284,0.07812,0.07058,0.05047,0.05862,0.05354,0.06062,0.06599,0.05679,0.05694,0.07546,0.07094,0.06383,0.08647,0.09663,0.11021,0.11031,0.1049,0.07877,0.08368,0.11252,0.08585,0.08636,0.10275,0.0911,0.12077,0.09892,0.06562,0.07428,0.08473,0.10642,0.06355,0.05502,0.07537,0.07656,0.07286,0.05848,0.08583,0.05098,0.0571,0.04625,0.06801,0.02955,0.096,0.08377,0.08489,0.07265,0.04695,0.04638,0.09149,0.05363,0.05961,0.07006,0.05305,0.04594,0.07721
Ledyba,bug,flying,"['Swarm', 'Early Bird', 'Rattled']",20,30,40,40,80,55,2,165,0.00017,0.00021,0.00225,0.0004,0.00095,0.00084,0.00068,0.00052,0.00054,0.00072,0.00041,0.00059,0.00059,0.00108,0.00089,0.00085,6e-05,0.00114,0.00089,0.00126,0.00017,0.00057,0.00016,0.00109,0.00067,0.00152,0.00174,0.00107,0.00069,0.00258,0.00046,0.00083,0.00039,0.00072,0.001,0.00103,0.00104,0.00167,0.004,0.00159,0.00051,0.00049,0.00073,0.002,0.00079,0.00233,0.00077,0.00221,0.00178,0.00164,,0.00039,0.00132,0.00031,0.00104,0.00114,0.00118,0.0005,0.00018,,0.0023,0.00126,0.00043,0.00038,0.00099,0.00019,,0.00071,0.00017,0.00038,0.00019,0.00044,,0.00134,0.001,0.00526,,0.00793,
Ledian,bug,flying,"['Swarm', 'Early Bird', 'Iron Fist']",35,50,55,55,110,85,2,166,0.01564,0.0277,0.03334,0.02337,0.01815,0.02027,0.01656,0.01424,0.01342,0.01486,0.01297,0.01216,0.0152,0.01065,0.01115,0.01495,0.01918,0.01342,0.01222,0.01156,0.01627,0.0127,0.01312,0.01518,0.02242,0.01377,0.0118,0.01815,0.02728,0.01461,0.01376,0.01626,0.01539,0.01877,0.01756,0.01963,0.0274,0.02888,0.10732,0.05113,0.079,0.02066,0.03039,0.01799,0.01397,0.02948,0.05465,0.0398,0.03819,0.04707,0.01821,0.02352,0.01806,0.02339,0.02716,0.0197,0.03103,0.01877,0.02548,0.00933,0.03112,0.0276,0.02833,0.0276,0.01829,0.00719,0.0133,0.00935,0.02072,0.02237,0.02621,0.01006,0.02872,0.0244,0.01565,0.018,0.01944,0.03418,0.01421
Spinarak,bug,poison,"['Swarm', 'Insomnia', 'Sniper']",60,40,40,40,40,30,2,167,0.00108,0.00162,0.00314,0.00348,0.00505,0.00291,0.00282,0.00119,0.00343,0.00111,0.003,0.00576,0.00549,0.00485,0.00239,0.00288,0.00296,0.00327,0.00426,0.00124,0.0018,0.00124,0.00512,0.00294,0.00296,0.00294,0.00201,0.00262,0.00253,0.00274,0.005,0.00132,0.0018,0.00181,0.00282,0.00266,0.00913,0.00433,0.00679,0.01174,0.00348,0.00154,0.00104,0.00089,0.00101,0.00197,0.0009,0.00575,0.00074,0.00356,0.00159,0.00411,0.00117,0.00627,0.00017,0.00407,0.00473,0.001,0.00125,0.00389,0.00606,0.0019,0.00365,0.00095,0.00219,0.00272,0.00098,0.00511,,0.00134,0.0017,0.00284,0.00203,0.00429,0.01132,0.00166,0.00079,0.00109,0.00093
Ariados,bug,poison,"['Swarm', 'Insomnia', 'Sniper']",90,70,70,60,70,40,2,168,0.53734,1.35901,0.30969,0.19361,0.1602,0.13671,0.11524,0.11906,0.14534,0.13808,0.11942,0.11466,0.10327,0.10948,0.11819,0.10819,0.11533,0.11361,0.11194,0.13092,0.10327,0.08485,0.10836,0.10513,0.0914,0.11047,0.09276,0.09342,0.07915,0.09086,0.08359,0.09247,0.08257,0.11705,0.10381,0.10127,0.09893,0.07975,0.18095,0.15725,0.10439,0.09651,0.13083,0.10963,0.08202,0.1038,0.12071,0.11115,0.09606,0.08551,0.09034,0.09124,0.14069,0.13256,0.08931,0.12323,0.08689,0.08386,0.1427,0.09656,0.1159,0.11102,0.14897,0.08566,0.07139,0.06473,0.15485,0.15696,0.08068,0.10018,0.11333,0.10807,0.08641,0.12254,0.09724,0.16781,0.08746,0.14603,0.1541
Crobat,poison,flying,"['Inner Focus', 'Infiltrator']",90,80,85,70,80,130,2,169,1.41005,2.05806,1.19804,1.28557,1.41343,1.27047,1.34162,1.36649,1.33666,1.30264,1.41363,1.11157,1.1694,1.21336,1.2286,1.25404,1.18395,1.28246,1.22257,1.12292,1.18941,1.03442,1.04669,1.04315,0.9767,0.98166,0.96947,0.93208,1.02067,1.00612,0.97262,0.96026,1.05189,1.11416,1.05374,1.19766,1.54524,1.55052,1.66915,1.41812,1.25706,1.14316,1.23534,1.35043,1.38872,1.28656,1.36897,1.48602,1.46348,1.26357,1.18934,1.17404,1.35796,1.362,1.20944,1.2237,1.21546,1.25362,1.20198,1.39245,1.26533,1.15587,1.28472,1.42039,1.20285,1.36726,1.32346,1.1363,1.08676,1.24665,1.02882,1.27715,1.30198,1.22726,1.22221,1.09051,1.31844,1.24619,1.25351
Chinchou,water,electric,"['Volt Absorb', 'Illuminate', 'Water Absorb']",38,38,75,56,56,67,2,170,0.00176,0.00147,0.0015,0.00276,0.00271,0.00194,0.0014,0.003,0.00256,0.00139,0.00132,0.00164,0.00158,0.00137,0.0025,0.0008,0.00147,0.0008,0.00135,0.00236,0.0007,0.00052,0.0015,0.00117,0.00134,0.00141,0.00112,0.00132,0.00098,0.002,0.00233,0.00092,0.00121,0.00106,0.00052,0.0014,0.00042,0.00111,0.00549,0.00905,0.00093,0.0017,0.0026,0.00056,0.00237,0.00344,0.00269,0.00177,0.00548,0.00369,0.0013,0.00064,0.00059,0.00092,0.00035,0.00081,0.00015,0.00116,0.00071,0.00136,0.00418,0.00021,0.00172,,0.0006,0.00292,0.00117,0.01041,0.00067,0.00306,0.00075,0.00066,0.00102,0.00912,0.002,0.00111,,,
Lanturn,water,electric,"['Volt Absorb', 'Illuminate', 'Water Absorb']",58,58,125,76,76,67,2,171,0.25744,0.59856,0.39695,0.3654,0.34912,0.33194,0.30386,0.25637,0.28009,0.28997,0.28766,0.22139,0.24352,0.25038,0.27555,0.29618,0.27519,0.29228,0.26147,0.21979,0.23398,0.24078,0.24542,0.23689,0.23717,0.2211,0.23358,0.23229,0.22254,0.243,0.21778,0.19894,0.19517,0.21037,0.25729,0.27997,0.30788,0.29755,0.3525,0.3384,0.33841,0.20696,0.23106,0.24547,0.20539,0.37591,0.28285,0.27447,0.22941,0.35834,0.27406,0.32949,0.28622,0.3116,0.27159,0.29628,0.19551,0.32017,0.22376,0.24033,0.17793,0.2669,0.28721,0.27125,0.3118,0.2385,0.37403,0.36331,0.26074,0.21718,0.18744,0.19579,0.24245,0.23355,0.18749,0.18858,0.22272,0.37192,0.27918
Pichu,electric,,"['Static', 'Lightningrod']",40,15,20,35,35,60,2,172,0.00893,0.01083,0.01266,0.01039,0.01339,0.01086,0.00964,0.01047,0.01199,0.01163,0.01069,0.01097,0.01117,0.00945,0.00556,0.00622,0.00576,0.00866,0.00809,0.00745,0.00913,0.00526,0.00743,0.01179,0.01417,0.00865,0.01162,0.00824,0.00625,0.00746,0.00881,0.0054,0.00742,0.00621,0.00588,0.01196,0.01817,0.01311,0.02187,0.01685,0.01045,0.01199,0.01374,0.01688,0.01251,0.01044,0.00936,0.01297,0.01169,0.00766,0.00564,0.0072,0.00499,0.00734,0.00958,0.00733,0.01034,0.00382,0.00374,0.00777,0.00271,0.00421,0.00537,0.00457,0.00616,0.0033,0.00821,0.00688,0.00657,0.00574,0.00698,0.02166,0.00661,0.00965,0.05961,0.00692,0.01261,0.00356,0.00988
Cleffa,fairy,,"['Cute Charm', 'Magic Guard', 'Friend Guard']",25,28,50,45,55,15,2,173,0.0008,0.00147,0.00774,0.00578,0.01237,0.0136,0.00497,0.00727,0.00862,0.00712,0.01396,0.00597,0.00629,0.0073,0.00814,0.00953,0.01154,0.0114,0.00577,0.00877,0.00529,0.00863,0.00404,0.00875,0.00366,0.00381,0.01338,0.00971,0.01252,0.00632,0.00631,0.00957,0.00617,0.00898,0.00721,0.01242,0.01017,0.00833,0.0121,0.0088,0.00688,0.00737,0.00583,0.01644,0.00608,0.00295,0.00423,0.00413,0.00059,0.00274,0.01445,0.00437,0.01659,0.00199,0.00435,0.00993,0.00207,0.00764,0.00125,0.00311,0.00209,0.00147,0.0058,0.01104,0.00815,0.00292,0.01036,0.00582,0.00505,0.00306,0.00566,0.00481,0.00229,0.00107,0.01199,0.00692,,0.01039,0.00124
Igglybuff,normal,fairy,"['Cute Charm', 'Competitive', 'Friend Guard']",30,15,90,40,20,15,2,174,0.00023,0.00129,0.00136,0.00219,0.00183,0.00265,0.00295,0.00277,0.00247,0.00223,0.00145,0.00131,0.00127,0.00103,0.00545,0.0044,0.00138,0.00266,0.00183,0.00134,0.00159,0.00249,0.00218,0.00189,0.00117,0.00185,0.00415,0.01206,0.00916,0.00543,0.00616,0.00495,0.00291,0.00655,0.00449,0.00908,0.00882,0.01033,0.01126,0.00746,0.00289,0.00162,0.00146,0.00778,0.0071,0.00221,0.00205,0.0031,0.00133,0.00219,0.0052,0.00206,0.00866,0.0026,0.00279,0.00374,0.00148,0.00017,0.00445,0.00466,,0.00042,0.00129,0.00152,,0.00039,0.00117,0.00159,0.00657,0.00038,0.0017,0.00153,0.00254,0.00161,0.001,0.00249,,0.00137,0.00124
Togepi,fairy,,"['Hustle', 'Serene Grace', 'Super Luck']",20,65,35,40,65,20,2,175,0.00131,0.00219,0.00464,0.00696,0.00703,0.00362,0.00455,0.0046,0.00352,0.00468,0.00343,0.00321,0.00316,0.0038,0.00392,0.0065,0.00465,0.0029,0.00227,0.00182,0.00235,0.0022,0.00454,0.00611,0.00788,0.00365,0.00273,0.003,0.00725,0.0045,0.00254,0.00287,0.00404,0.0036,0.00539,0.00649,0.02128,0.01955,0.02513,0.0088,0.00756,0.00251,0.00219,0.00855,0.00462,0.00246,0.00192,0.00147,0.00059,0.00547,0.00275,0.00167,0.00147,0.0026,0.00644,0.00163,0.00429,0.00183,0.00748,0.00194,0.00084,0.004,0.00537,0.0078,0.00219,0.00117,0.00156,0.00317,0.00202,0.00344,0.00189,0.00328,0.00127,0.00965,0.004,0.00194,0.00053,0.0041,0.00247
Togetic,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",40,85,55,80,105,40,2,176,0.01968,0.0318,0.07165,0.08519,0.09752,0.08907,0.07549,0.07299,0.08209,0.08454,0.07116,0.05414,0.04538,0.06864,0.06413,0.0662,0.06298,0.06059,0.05379,0.04694,0.04769,0.04363,0.04299,0.05993,0.0579,0.05023,0.04297,0.04656,0.05039,0.0563,0.0413,0.04093,0.03988,0.04908,0.04197,0.03904,0.07111,0.06931,0.09569,0.08609,0.04808,0.06361,0.04725,0.03643,0.06061,0.05602,0.04746,0.03759,0.0521,0.04816,0.05348,0.07055,0.03099,0.02645,0.02437,0.03956,0.04315,0.03056,0.0367,0.04974,0.02402,0.0356,0.01546,0.0257,0.02545,0.05618,0.02757,0.01623,0.01482,0.03021,0.02527,0.04682,0.03101,0.01475,0.01032,0.00609,0.02679,0.07602,0.14144
Natu,psychic,flying,"['Synchronize', 'Early Bird', 'Magic Bounce']",50,45,40,70,45,70,2,177,6e-05,,0.00319,0.00524,0.00615,0.00587,0.00347,0.00713,0.00413,0.00356,0.0046,0.00393,0.00299,0.00624,0.00937,0.00925,0.01099,0.01866,0.01303,0.01129,0.00634,0.0104,0.00716,0.01347,0.00755,0.01502,0.01087,0.01401,0.01896,0.01383,0.01339,0.01317,0.00725,0.00764,0.01476,0.01792,0.01536,0.02244,0.0135,0.02582,0.02803,0.01621,0.00822,0.01311,0.02028,0.01228,0.00282,0.00693,0.0114,0.01437,0.00217,0.00745,0.00837,0.00382,0.01967,0.01237,0.00842,0.01594,0.01443,0.00933,0.0071,0.00147,0.02275,0.00952,0.01472,0.01244,0.00411,0.00794,0.00809,0.00669,0.00189,0.04747,0.06176,0.02923,0.00366,0.00305,0.00315,0.02078,0.04478
Xatu,psychic,flying,"['Synchronize', 'Early Bird', 'Magic Bounce']",75,70,65,95,70,95,2,178,0.01354,,0.26401,0.26107,0.23624,0.30279,0.29542,0.30938,0.30949,0.34206,0.32859,0.29371,0.40784,0.41848,0.41575,0.35795,0.38634,0.35282,0.3999,0.33612,0.36026,0.3479,0.37553,0.38025,0.32563,0.33826,0.37532,0.37714,0.36493,0.36653,0.32027,0.40062,0.36955,0.38629,0.46387,0.4477,0.50439,0.53646,0.50683,0.47612,0.42599,0.45282,0.54268,0.40253,0.45348,0.43536,0.41344,0.38415,0.36735,0.47122,0.4296,0.40454,0.35744,0.33652,0.38823,0.44426,0.4853,0.4962,0.43326,0.45152,0.48847,0.37434,0.47997,0.52308,0.44702,0.30634,0.41508,0.37353,0.45124,0.40529,0.32924,0.36906,0.43611,0.49713,0.48622,0.37439,0.37557,0.38668,0.44038
Mareep,electric,,"['Static', 'Plus']",40,40,55,65,45,35,2,179,,,0.00174,0.00141,0.00062,0.00093,0.00062,0.00169,0.00081,0.00045,0.00048,0.00095,0.00165,0.00171,0.00053,0.00155,0.00149,0.00194,0.00092,0.00114,0.00154,0.00091,0.00249,0.00208,0.00282,0.00177,0.00139,0.00147,0.00088,0.00109,0.0025,0.00166,0.00254,0.00137,0.00107,0.00133,0.00291,0.00067,0.00298,0.0026,0.00212,0.00081,0.00739,0.00089,0.00023,0.00086,0.00244,,0.00015,0.00082,0.00029,0.00231,0.00132,0.00474,0.00035,0.00505,0.00429,0.001,0.00089,0.00311,,0.00063,0.00086,0.00209,,,0.00039,,0.00017,0.00153,0.00019,0.00438,0.00254,0.00536,,0.00332,0.01944,,0.00031
Flaaffy,electric,,"['Static', 'Plus']",55,55,70,80,60,45,2,180,0.00028,,0.00211,0.00279,0.00296,0.0034,0.00231,0.00324,0.00438,0.002,0.00691,0.00897,0.00766,0.00399,0.00267,0.00712,0.00354,0.00319,0.00388,0.00313,0.00231,0.00119,0.00249,0.00347,0.00322,0.00512,0.00273,0.00232,0.0047,0.00448,0.0025,0.00535,0.0037,0.01035,0.00185,0.00353,0.0083,0.00455,0.00437,0.00545,0.00255,0.00243,0.00572,0.00211,0.00304,0.00319,0.00346,0.00236,0.00459,0.00397,0.00434,0.00463,0.00044,0.00107,0.00209,0.00423,0.00532,0.00033,0.00214,0.00253,0.00146,0.00253,0.0058,0.00095,0.00159,0.00097,0.00156,0.00035,0.00219,0.00153,0.00283,0.00044,0.00051,0.01314,,0.00083,0.00315,0.00273,0.0034
Ampharos,electric,,"['Static', 'Plus']",95,105,90,165,110,45,2,181,0.00939,,0.24164,0.28844,0.2512,0.23346,0.20408,0.20145,0.20442,0.18556,0.16865,0.12284,0.13054,0.13732,0.14282,0.15299,0.14126,0.1395,0.13479,0.11648,0.12472,0.12078,0.10379,0.09678,0.10549,0.08916,0.09056,0.0956,0.11282,0.10536,0.09866,0.11449,0.10728,0.10973,0.10201,0.12049,0.2074,0.17571,0.18849,0.19397,0.16785,0.15259,0.15185,0.14262,0.14556,0.12543,0.16189,0.17011,0.14889,0.16227,0.13313,0.1447,0.16756,0.19448,0.14433,0.14293,0.1559,0.21738,0.23569,0.18049,0.17292,0.14936,0.13244,0.21205,0.14019,0.14248,0.18555,0.10864,0.14873,0.19653,0.2029,0.17348,0.13724,0.12388,0.11256,0.10495,0.16467,0.10611,0.13959
Bellossom,grass,,"['Chlorophyll', 'Healer']",80,95,75,90,100,50,2,182,0.01274,,0.07714,0.06035,0.05335,0.05824,0.04523,0.05122,0.05277,0.06551,0.07568,0.09286,0.10115,0.116,0.10618,0.09516,0.09681,0.08613,0.0915,0.07321,0.0839,0.07443,0.07364,0.06551,0.06274,0.07485,0.09171,0.07056,0.06024,0.0593,0.05369,0.07587,0.07411,0.06482,0.08007,0.08179,0.09374,0.07286,0.10816,0.08634,0.09794,0.08695,0.12271,0.09375,0.10331,0.0914,0.07863,0.11616,0.07711,0.09523,0.11636,0.08674,0.09604,0.09785,0.06912,0.07456,0.07448,0.10147,0.06805,0.07286,0.14556,0.12829,0.08415,0.08775,0.08849,0.07775,0.07918,0.03809,0.12077,0.10821,0.06223,0.05754,0.05185,0.05121,0.06794,0.03766,0.09796,0.05251,0.05497
Marill,water,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",20,50,70,20,50,40,2,183,0.00091,0.00175,0.00455,0.00397,0.00611,0.00199,0.00328,0.00262,0.00301,0.0034,0.00195,0.00238,0.00273,0.00394,0.00372,0.00174,0.00349,0.00343,0.00399,0.00966,0.00932,0.00511,0.00223,0.004,0.00461,0.00803,0.0062,0.00637,0.00525,0.00425,0.00514,0.00513,0.00419,0.0037,0.00394,0.00494,0.00664,0.00389,0.02029,0.00796,0.0062,0.01815,0.00208,0.00711,0.01172,0.01351,0.01219,0.00737,0.00414,0.01163,0.00116,0.00501,0.00441,0.00291,0.0141,0.01774,0.00901,0.01279,0.00499,0.00466,0.00188,0.00253,0.00258,0.00514,0.00795,0.00078,0.00626,0.003,0.00084,0.0044,0.00886,0.0105,0.00178,0.00402,0.00233,0.00969,0.08221,0.00137,0.00494
Azumarill,water,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",50,80,100,60,80,50,2,184,1.72892,1.70882,2.09825,2.43325,2.52077,2.69687,2.6444,2.55641,2.97641,2.75683,2.75887,2.40165,2.67819,2.30673,2.23193,2.34556,2.94752,3.1298,2.96268,2.77206,2.65401,2.65388,2.78322,2.93486,2.61728,2.81882,2.83974,2.75361,3.13703,3.35476,3.22336,5.11404,4.89967,4.73751,4.57274,4.77053,5.72088,5.39706,4.95485,4.9408,5.29581,5.44773,5.58498,5.267,4.93082,5.04329,5.0708,5.50334,5.17472,5.56831,5.43513,5.49523,5.51481,5.39097,5.31584,5.36249,5.08305,4.99905,4.77035,4.85714,5.53476,5.36669,5.58451,5.70972,5.2803,5.23075,5.01562,5.12366,6.17846,5.13669,4.73323,4.73932,5.16547,5.14367,4.61842,4.73117,4.42073,4.56199,4.74785
Sudowoodo,rock,,"['Sturdy', 'Rock Head', 'Rattled']",100,115,70,30,65,30,2,185,0.03595,0.07127,0.05102,0.05117,0.04482,0.04169,0.03672,0.0568,0.05349,0.04965,0.04176,0.03908,0.03584,0.03551,0.03983,0.0436,0.04473,0.04398,0.04054,0.04169,0.04469,0.04861,0.03952,0.04459,0.04353,0.04155,0.03932,0.04062,0.05459,0.06701,0.05486,0.04032,0.03366,0.04266,0.0574,0.04906,0.07401,0.07964,0.09988,0.08885,0.06829,0.03436,0.04059,0.04743,0.05566,0.05589,0.04426,0.04083,0.05106,0.05254,0.05204,0.07543,0.03524,0.13761,0.03552,0.08677,0.04611,0.03836,0.05469,0.02837,0.05868,0.0415,0.07148,0.05558,0.05667,0.03654,0.04282,0.05026,0.10443,0.0801,0.05544,0.08357,0.06506,0.08714,0.06894,0.04597,0.06356,0.05497,0.06084
